Bin	Full.Model	Reduced.Model	Stein.Scott.Similarity	Stein.Scott.Similarity.Nist	DFT.Correlation	DWT.Correlation	Weighted.Cosine.Correlation	Inner.Product.Distance	Truth.Annotation
T_reesei_glucose_PO_22_Met & 267	1	1	1	1	1	1	1	10	True.Positive
T_reesei_glucose_PO_22_Met & 272	1	1	1	1	2	1	1	5	True.Positive
T_reesei_glucose_PO_22_Met & 277	1	2	2	2	2	2	8	26	True.Positive
T_reesei_glucose_PO_22_Met & 296	1	1	1	1	1	1	1	16	True.Positive
T_reesei_glucose_PO_22_Met & 302	1	1	1	1	1	1	1	1	True.Positive
T_reesei_glucose_PO_22_Met & 309	2	2	6	3	3	3	3	3	True.Positive
T_reesei_glucose_PO_22_Met & 314	1	1	1	1	1	1	1	2	True.Positive
T_reesei_glucose_PO_22_Met & 317	1	1	1	1	1	1	1	3	True.Positive
T_reesei_glucose_PO_22_Met & 326	1	1	1	1	1	1	1	1	True.Positive
T_reesei_glucose_PO_22_Met & 334	1	1	1	1	1	1	1	1	True.Positive
T_reesei_glucose_PO_22_Met & 338	1	1	1	1	1	1	1	2	True.Positive
T_reesei_glucose_PO_22_Met & 345	2	1	2	2	2	1	1	2	True.Positive
T_reesei_glucose_PO_22_Met & 348	2	2	1	1	1	1	1	2	True.Positive
T_reesei_glucose_PO_22_Met & 370	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 10	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 17	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 24	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 26	1	1	1	1	1	1	1	2	True.Positive
T_reesei_rhamnose_PO_02_Met & 28	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 33	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 36	1	1	1	1	1	1	1	3	True.Positive
T_reesei_rhamnose_PO_02_Met & 37	1	1	1	1	1	1	1	2	True.Positive
T_reesei_rhamnose_PO_02_Met & 39	1	1	1	2	1	1	1	4	True.Positive
T_reesei_rhamnose_PO_02_Met & 43	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 45	1	1	1	1	1	1	1	3	True.Positive
T_reesei_rhamnose_PO_02_Met & 47	1	1	1	1	1	1	1	2	True.Positive
T_reesei_rhamnose_PO_02_Met & 53	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 55	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 57	2	1	1	1	1	1	1	2	True.Positive
T_reesei_rhamnose_PO_02_Met & 67	1	1	1	1	1	1	1	3	True.Positive
T_reesei_rhamnose_PO_02_Met & 68	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 79	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 80	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 85	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 89	1	1	1	1	1	1	1	4	True.Positive
T_reesei_rhamnose_PO_02_Met & 97	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 99	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 107	1	1	1	1	1	1	1	2	True.Positive
T_reesei_rhamnose_PO_02_Met & 111	2	1	1	1	1	1	1	9	True.Positive
T_reesei_rhamnose_PO_02_Met & 114	2	1	2	2	2	2	1	10	True.Positive
T_reesei_rhamnose_PO_02_Met & 132	1	1	1	1	1	1	1	18	True.Positive
T_reesei_rhamnose_PO_02_Met & 134	14	13	9	6	6	10	5	19	True.Positive
T_reesei_rhamnose_PO_02_Met & 145	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 147	1	1	1	1	1	1	1	3	True.Positive
T_reesei_rhamnose_PO_02_Met & 162	1	1	1	1	3	3	1	11	True.Positive
T_reesei_rhamnose_PO_02_Met & 196	1	1	1	1	1	1	1	6	True.Positive
T_reesei_rhamnose_PO_02_Met & 199	1	1	1	1	1	1	1	26	True.Positive
T_reesei_rhamnose_PO_02_Met & 207	1	1	1	1	1	1	1	2	True.Positive
T_reesei_rhamnose_PO_02_Met & 211	20	16	17	24	51	71	25	94	True.Positive
T_reesei_rhamnose_PO_02_Met & 219	3	1	1	1	1	1	1	13	True.Positive
T_reesei_rhamnose_PO_02_Met & 223	3	10	4	2	5	5	7	10	True.Positive
T_reesei_rhamnose_PO_02_Met & 227	1	1	2	2	3	3	3	3	True.Positive
T_reesei_rhamnose_PO_02_Met & 238	1	1	1	1	1	1	1	6	True.Positive
T_reesei_rhamnose_PO_02_Met & 244	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 253	2	2	3	3	3	3	3	2	True.Positive
T_reesei_rhamnose_PO_02_Met & 256	1	1	1	1	1	1	1	2	True.Positive
T_reesei_rhamnose_PO_02_Met & 259	1	1	1	1	1	1	1	4	True.Positive
T_reesei_rhamnose_PO_02_Met & 271	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 277	1	1	1	1	1	1	1	1	True.Positive
T_reesei_rhamnose_PO_02_Met & 282	1	1	1	1	1	1	1	2	True.Positive
T_reesei_rhamnose_PO_02_Met & 285	2	2	2	2	1	2	1	2	True.Positive
T_reesei_rhamnose_PO_02_Met & 288	1	1	1	1	1	1	1	2	True.Positive
T_reesei_rhamnose_PO_02_Met & 308	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 10	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 17	1	1	1	1	1	1	1	2	True.Positive
T_reesei_xylose_PO_11_Met & 20	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 25	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 35	1	1	1	1	1	1	1	3	True.Positive
T_reesei_xylose_PO_11_Met & 37	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 41	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 42	1	1	1	1	1	1	1	3	True.Positive
T_reesei_xylose_PO_11_Met & 44	19	14	22	25	18	21	31	15	True.Positive
T_reesei_xylose_PO_11_Met & 52	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 53	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 62	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 67	1	1	1	1	1	1	1	3	True.Positive
T_reesei_xylose_PO_11_Met & 72	1	1	1	1	1	1	1	2	True.Positive
T_reesei_xylose_PO_11_Met & 77	1	1	1	1	1	1	1	4	True.Positive
T_reesei_xylose_PO_11_Met & 79	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 80	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 87	1	1	1	1	1	1	1	4	True.Positive
T_reesei_xylose_PO_11_Met & 91	1	1	1	1	1	1	1	3	True.Positive
T_reesei_xylose_PO_11_Met & 92	1	1	1	1	1	1	1	7	True.Positive
T_reesei_xylose_PO_11_Met & 95	1	1	1	1	1	1	1	5	True.Positive
T_reesei_xylose_PO_11_Met & 100	1	1	2	2	2	2	2	2	True.Positive
T_reesei_xylose_PO_11_Met & 103	1	1	1	1	1	1	1	2	True.Positive
T_reesei_xylose_PO_11_Met & 108	1	1	1	1	1	1	1	5	True.Positive
T_reesei_xylose_PO_11_Met & 111	1	2	2	2	2	2	1	16	True.Positive
T_reesei_xylose_PO_11_Met & 115	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 132	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 144	1	1	1	1	1	1	1	4	True.Positive
T_reesei_xylose_PO_11_Met & 147	2	2	2	2	4	6	5	9	True.Positive
T_reesei_xylose_PO_11_Met & 161	1	4	2	2	3	3	2	10	True.Positive
T_reesei_xylose_PO_11_Met & 172	2	1	1	1	1	1	1	2	True.Positive
T_reesei_xylose_PO_11_Met & 199	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 201	1	1	1	1	1	1	1	25	True.Positive
T_reesei_xylose_PO_11_Met & 209	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 210	3	3	1	1	5	5	1	52	True.Positive
T_reesei_xylose_PO_11_Met & 211	16	3	15	11	10	3	12	14	True.Positive
T_reesei_xylose_PO_11_Met & 216	1	4	1	1	1	1	1	12	True.Positive
T_reesei_xylose_PO_11_Met & 218	1	1	1	1	3	3	2	5	True.Positive
T_reesei_xylose_PO_11_Met & 234	1	1	1	1	1	1	1	12	True.Positive
T_reesei_xylose_PO_11_Met & 239	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 253	1	1	1	1	1	1	1	2	True.Positive
T_reesei_xylose_PO_11_Met & 255	1	1	1	1	1	1	1	3	True.Positive
T_reesei_xylose_PO_11_Met & 256	1	1	1	1	1	1	1	2	True.Positive
T_reesei_xylose_PO_11_Met & 273	1	1	1	1	1	1	1	1	True.Positive
T_reesei_xylose_PO_11_Met & 295	1	1	1	1	1	1	2	1	True.Positive
T_reesei_xylose_PO_11_Met & 324	3	3	1	1	1	1	1	4	True.Positive
T_reesei_xylose_PO_11_Met & 331	1	1	1	1	1	1	1	1	True.Positive
11-AA_L-Isoleucine & 36	1	1	1	1	1	1	1	2	True.Positive
12-AA_L-Leucine & 22	1	1	3	3	1	3	3	2	True.Positive
12-AA_L-Leucine & 35	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA & 15	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA & 16	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA & 23	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA & 33	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA & 43	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA & 46	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA & 47	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA & 51	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA & 61	1	1	1	1	1	1	1	3	True.Positive
23-Combined_AA & 63	1	1	1	1	1	1	1	5	True.Positive
23-Combined_AA & 76	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA & 82	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA & 83	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA & 84	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA & 85	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA & 88	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA & 94	1	1	1	1	1	1	1	13	True.Positive
23-Combined_AA & 97	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA & 98	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA & 100	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA & 106	1	1	1	1	1	1	1	3	True.Positive
23-Combined_AA & 118	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA & 119	1	1	1	1	1	1	1	1	True.Positive
23-Combined_AA & 123	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA & 125	1	1	1	1	1	1	1	10	True.Positive
23-Combined_AA & 127	1	1	1	1	1	1	1	2	True.Positive
23-Combined_AA & 135	1	1	1	1	1	1	1	1	True.Positive
24-S_Sucrose & 67	1	1	1	1	1	1	1	1	True.Positive
25-S_D-MaltoseMonohydrate & 77	1	1	1	1	1	1	2	5	True.Positive
25-S_D-MaltoseMonohydrate & 79	1	1	1	1	1	1	1	2	True.Positive
27-S_Alpha-Lactose & 69	1	1	4	3	3	3	3	4	True.Positive
28-Combined_AA_S & 12	1	1	1	1	1	1	1	2	True.Positive
28-Combined_AA_S & 13	1	1	1	1	1	1	1	2	True.Positive
28-Combined_AA_S & 19	1	1	1	1	1	1	1	2	True.Positive
28-Combined_AA_S & 29	1	1	1	1	1	1	1	2	True.Positive
28-Combined_AA_S & 36	1	1	1	1	1	1	1	2	True.Positive
28-Combined_AA_S & 40	1	1	1	1	1	1	1	2	True.Positive
28-Combined_AA_S & 41	1	1	1	1	1	1	1	1	True.Positive
28-Combined_AA_S & 45	1	1	2	3	29	15	21	36	True.Positive
28-Combined_AA_S & 54	1	1	1	1	1	1	1	3	True.Positive
28-Combined_AA_S & 57	1	1	1	1	1	1	1	5	True.Positive
28-Combined_AA_S & 69	1	1	1	1	1	1	1	1	True.Positive
28-Combined_AA_S & 77	1	1	1	1	1	1	1	1	True.Positive
28-Combined_AA_S & 78	1	1	1	1	1	1	1	2	True.Positive
28-Combined_AA_S & 79	1	1	1	1	1	1	1	1	True.Positive
28-Combined_AA_S & 81	1	1	1	1	1	1	1	1	True.Positive
28-Combined_AA_S & 84	1	1	1	1	1	1	1	1	True.Positive
28-Combined_AA_S & 90	1	1	1	1	1	1	1	13	True.Positive
28-Combined_AA_S & 92	1	1	1	1	1	1	1	3	True.Positive
28-Combined_AA_S & 93	1	1	1	1	1	1	1	1	True.Positive
28-Combined_AA_S & 96	1	1	1	1	1	1	1	1	True.Positive
28-Combined_AA_S & 101	1	1	1	1	1	1	1	3	True.Positive
28-Combined_AA_S & 115	1	1	1	1	1	1	1	1	True.Positive
28-Combined_AA_S & 118	1	1	1	1	1	1	1	1	True.Positive
28-Combined_AA_S & 122	1	1	1	1	1	1	1	2	True.Positive
28-Combined_AA_S & 125	1	1	1	1	1	1	1	10	True.Positive
28-Combined_AA_S & 127	1	1	1	1	1	1	1	2	True.Positive
28-Combined_AA_S & 138	1	1	1	1	1	1	1	1	True.Positive
28-Combined_AA_S & 141	1	1	1	1	1	1	1	1	True.Positive
28-Combined_AA_S & 151	2	1	1	1	2	1	2	6	True.Positive
28-Combined_AA_S & 152	1	1	1	1	1	1	1	2	True.Positive
4-AA_L-AsparticAcid & 61	1	1	1	1	1	1	1	2	True.Positive
7-AA_L-Glutamine & 58	1	1	1	1	1	1	1	1	True.Positive
Std_DOleicAcid_100ug_GC & 66	5	1	2	1	1	1	4	4	True.Positive
Std_Catechin_100_053119_GC & 104	1	1	1	1	1	2	1	2	True.Positive
Std_Epicatechin_100_053119_GC & 98	1	1	2	1	1	1	1	4	True.Positive
Std_SinapicAcid_100_053119_GC & 80	1	1	1	1	1	1	1	1	True.Positive
Lp_Purdue_Galactitol_STD_01 & 60	1	1	1	1	1	1	1	6	True.Positive
Lp_Purdue_Galactose_STD_01 & 73	1	13	2	1	3	2	2	11	True.Positive
Lp_Purdue_Galactose_STD_01 & 77	12	9	6	7	7	7	7	2	True.Positive
Lp_Purdue_Glucose_STD_01 & 74	6	1	1	1	1	1	1	17	True.Positive
Lp_Purdue_Mannitol_STD_01 & 86	1	1	2	2	1	1	1	10	True.Positive
Lp_Purdue_Mannose_STD_01 & 73	1	1	2	2	2	2	2	6	True.Positive
Lp_Purdue_Mannose_STD_01 & 76	1	1	2	1	1	1	1	10	True.Positive
GC-Std_3-hydroxyglutaric_acid & 39	2	2	1	1	2	6	2	45	True.Positive
GC-Std_3-hydroxyisovalerate & 60	1	1	2	1	1	1	1	4	True.Positive
GC-Std_3-methylglutaconic_acid & 47	1	1	1	1	1	1	1	3	True.Positive
GC-Std_3-methylglutaconic_acid & 52	1	1	1	1	1	1	1	5	True.Positive
GC-Std_5-methylthioadenosine & 80	2	1	2	2	2	1	1	2	True.Positive
GC-Std_Palmitoyl-DL-carnitine_chloride & 63	1	1	1	1	1	1	1	1	True.Positive
GC-Std_Palmitoyl-L-carnitine_chloride & 59	1	1	1	1	1	1	1	1	True.Positive
GC-Std_Phytanic_acid & 54	1	1	2	2	1	1	1	1	True.Positive
GC-Std_Pristanic_acid & 58	1	1	1	1	1	1	1	1	True.Positive
GC-Std_Sialic_acid & 87	1	2	1	1	1	1	1	4	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 19	1	1	1	1	1	1	1	2	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 21	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 25	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 26	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 40	1	1	1	1	1	1	1	3	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 41	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 42	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 52	1	1	1	1	2	2	2	3	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 54	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 57	1	1	1	1	1	1	1	2	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 58	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 66	1	1	1	1	1	1	1	4	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 68	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 71	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 72	1	1	1	1	1	1	1	5	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 73	1	1	1	1	1	1	1	4	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 87	1	1	1	1	1	1	1	4	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 88	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 89	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 90	1	1	2	2	2	2	2	2	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 93	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 94	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 96	1	1	1	1	1	1	1	2	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 102	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 103	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 110	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 123	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 127	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 130	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 158	1	1	1	1	1	1	1	2	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 170	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 181	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P1_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_027 & 183	1	1	1	1	1	1	1	2	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 27	1	1	1	1	1	1	2	2	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 28	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 33	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 34	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 49	1	1	1	1	1	1	1	2	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 50	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 51	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 64	1	3	1	1	2	2	2	3	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 66	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 67	1	1	1	1	1	1	1	2	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 68	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 74	1	1	1	1	1	1	1	4	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 76	2	1	1	1	2	8	3	9	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 79	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 80	1	1	1	1	1	1	1	6	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 81	1	1	1	1	1	1	1	4	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 95	1	2	1	1	1	1	1	4	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 96	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 97	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 99	1	1	2	2	2	2	3	2	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 102	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 103	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 105	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 109	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 110	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 113	1	1	1	1	1	1	1	2	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 125	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 128	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 131	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 160	1	1	1	1	1	1	1	2	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 172	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 183	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P2_A_1fa13fff-211d-4ea5-8217-0433037bc367_M_017 & 184	1	1	1	1	2	2	2	2	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 18	1	1	4	3	6	7	4	7	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 21	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 22	2	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 35	1	1	1	1	1	1	1	3	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 36	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 37	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 47	1	2	1	1	2	2	2	3	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 49	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 52	1	1	1	1	1	1	1	2	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 53	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 58	1	1	1	1	1	1	1	4	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 60	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 62	1	1	1	1	1	1	1	1	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 63	1	1	1	1	1	1	1	5	True.Positive
UDN_Pilot1_P_A_08d9b90a-4051-4e02-a4ab-6cb0a15b09bd_M_004 & 64	1	1	1	1	1	1	1	4	True.Positive
